"CA Owner","Parent Name","Certificate Name","Certificate Issuer Common Name","Certificate Issuer Organization","Certificate Subject Common Name","Certificate Subject Organization","Certificate Serial Number","SHA-256 Fingerprint","Subject + SPKI SHA256","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Extended Key Usage","CP/CPS Same As Parent","Certificate Policy (CP)","Certification Practice Statement (CPS)","Audits Same As Parent","Standard Audit","BR Audit","Auditor","Standard Audit Statement Dt","Comments","Subordinate CA Owner"
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","OFAC VPN CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","OFAC VPN CA","OFAC Societe Cooperative","56603F711D51F6C0C05AA4B2B552720E","E67E5B407C8B01698049F45F3A6F7721A68FE125C1275989460AC14C10E61BAC","DE9D98FA1084CAA96CBDF87A7691DF5A5CE71FFC63ED9D114E8C91A27BCCB8A6","2011 Sep 06","2021 Sep 05","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","OFAC VPN CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","OFAC VPN CA","OFAC Societe Cooperative","48B22ED6F7F02581A703D4FB6CC72E6E","F7720B968EE05292842A5AA13F4DB9A02F67DADC7340CDC28A17BEB1AA5A7322","DE9D98FA1084CAA96CBDF87A7691DF5A5CE71FFC63ED9D114E8C91A27BCCB8A6","2011 Sep 06","2021 Sep 05","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","OMC","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","OMC","Organizacion Medica Colegial","5D81B34BC38B4A55A3048E5C9990B3FF","7883ED2C9D4B715AFEBD497F54B2EDC86799C67ADCDF7F355BE0AC0CFD72A708","990330C31384613C3D46E93B877CB57C5CD01E8BD1968047133C36DAEB75950B","2007 Jan 26","2017 Jan 25","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","OMC - G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","OMC - G2","Organizacion Medica Colegial","454FFA5AB1CEC97FD370916A0329095B","E1A12F55323EB7E8D27357058E0C1C2470D5CD098F6ED2A16BA7933F8A3F74B5","CA8F9FCC6D681825CA0FEE97EC3F6C021BCC9FB0C2610C3678E1CCFD0258C2FE","2014 Mar 13","2019 Mar 12","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Oracle Root CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Oracle Root CA","Oracle Corporation","4BBADC315DBF8B5CC71934118363087C","C40469CF7C6561AF3288E2FFDD439AC4F0C9CEA933597C07D0D510FC820282AD","8E018FFA9E75BF3A88A22FC855DE2DCD55B8995845ECED5F1B83E178EF4C445F","2011 Feb 08","2021 Feb 07","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Partner Services CA - G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Partner Services CA - G2","ARM Ltd","5794A7FB5A99538D802244A10E787B73","0DB17C39CBE7EFB951E6BAE1253EA647F6A632512581B7E21CD51C5AFE01E470","FEF00F9EFFA9B74B5204C269E6E826ED25A8AA794F8A496D283627C1652186B2","2015 Feb 12","2020 Feb 11","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","phaseforward.com","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","phaseforward.com","Phase Forward, Inc.","34A7B8D9CD6C721FA3619EF852EBB70C","5DF7721E6D5C881E9DA140389DA5DDF1EAD91FEE08AA68FB34667D3B4EB35256","21F8D04D7E4C3008B4E985E49FDD2876831FB9FB4EAA1B4FA3AD29B49082A03C","2006 Dec 14","2016 Dec 13","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","PT Astra Daihatsu Motor CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","PT Astra Daihatsu Motor CA","PT Astra Daihatsu Motor","0DEE65C7316FE4C7261600F939EDD204","9FF4EC074FE370818B15ABA1BBDCB0A4DBE3F8420A993A7B5176BCC7FB4E4EAD","CA81397226639E244AED9D985D96EF66BE0B03740E251AF51B74B96F71A1E5B5","2016 May 31","2026 May 30","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","PT Astra Daihatsu Motor CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","PT Astra Daihatsu Motor CA","PT Astra Daihatsu Motor","23284EAAA343A0025BE2435E289B7D69","C0F393D5027D52A5643A2E38D4F79B1D958D40FB6CDF1AC2571CE61004BDED26","CA81397226639E244AED9D985D96EF66BE0B03740E251AF51B74B96F71A1E5B5","2016 May 31","2021 May 30","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","QTC Management Inc","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","QTC Management Inc","QTC Management Inc","15EC9C354A643EE3415344ED9074C0C9","3DEE8F6C2C5880E169CC7957DCC45903E6E3D17C4A4150A228BAB318D3D94CC6","71F0524134E969D11EB7CB0CCA2645FC3ADC30B19521EFA85FCB2A5FFF793754","2006 Dec 19","2016 Dec 18","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","QTC Management Inc CA - G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","QTC Management Inc CA - G2","QTC Management Inc","4B2224CC561AB2A8EC590CF81901831E","765A29596F5F74EEA3BDAC0670E7DF42BFDB708765AD4F892FEEF714C214E7AE","0E3D712AA63CDBCCCDE2E5F06F3CB5CB1F262E39AC281BBB4F7B02925D427B81","2016 Apr 26","2021 Apr 25","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","RWE Dea AG CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","RWE Dea AG CA","RWE Dea AG","4BEBC4721EAA8A4D19D947C5C587AB98","7FC6CAB96C16C850F457DCBBFB893539EA2664395F2409693789F41BFD64714E","D6FB9BF5EB6CEE36D59796286A67796CC5C94844131C84AB0767E43B1C439362","2014 Dec 11","2024 Dec 10","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","SCF Arizona CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","SCF Arizona CA","SCF Arizona","74E69E47B90DA8CD2B901612B724801B","BE3A962B7AF931D7ADFAF7452FE85270020EF853A5DD334AED80D29E892F0391","7CB550AEBDA77910D5671F9529E224950F85EF342D163D88F9E6331F88ACF66F","2010 Nov 11","2020 Nov 10","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","ServiceMaster CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","ServiceMaster CA","The ServiceMaster Company","60A6360C7D9889A65E9B388F42AF0CA8","2E26D155C1B812404C41E7360CF1D93D4664AE267274F64B8114BBE7981E83B2","EBB0BDDCA61B25E000A2C230710A1FFBD0D7A2528162F7780B52FA90B1B160AD","2011 Aug 02","2021 Aug 01","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","SGSI CA G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","SGSI CA G2","SAAQ","692799D01BBB9F8F9A4BD00C7F741277","C77E2D10AD55D5CBB1BA364355C2B6778AF0724A77152B3B411965581B4E3C6F","A714687582184A2E32A808D7D3F7370D9CF0679246A3C129A3E7CCC2811F59EC","2015 May 14","2020 May 13","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Sidel CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Sidel CA","Sidel","69235AA2CAA72FF4E2EC3AE62E809505","C83B5EBB6CD93E5FDFC50E09526ABB1BEC7785ABFA74FFCC86E472DA7D044D31","9479FB59EC28CB6B39AA1EBF322FA948C0EAC74DD9CFF574395C8D77C9D18652","2009 Apr 16","2019 Apr 15","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Spirit AeroSystems CA - G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Spirit AeroSystems CA - G2","Spirit AeroSystems, Inc.","3270302EE1748477990516307098F2D1","DCD9AAD1D33AA733017584C91C4E4DD05198CBA0B071CE5FEDAFAB6163FF6B11","3FBE792B18FE3D9636E3DD94B5775E0244606EBFB2C09D532D33EC1858589DFC","2010 Feb 23","2020 Feb 22","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Spirit AeroSystems CA - G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Spirit AeroSystems CA - G2","Spirit AeroSystems, Inc.","3263378309BF6ED5D382DB9C1C374DE9","4D765D117CB1B1BB26A63682ADB51326AE5006E788F90FF822F1FDA96BCEA2C7","3FBE792B18FE3D9636E3DD94B5775E0244606EBFB2C09D532D33EC1858589DFC","2010 Feb 23","2020 Feb 22","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","SRI International CA - G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","SRI International CA - G2","SRI International","74DB4F8C81D60841C73C964E0CA88BCF","5D8A65722ECB7842EC4989DA6D15004BEF614EBA97C60ED96E04A84144BBE3FA","A2C73A7D2BDD3499011D1F13076D779BB420FA100381DD9B2458C620B858CF24","2012 Nov 15","2017 Nov 14","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","SRI International CA - G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","SRI International CA - G2","SRI International","0C17A8665F5413BF7D62F67F53205C07","5B6A31D14ED98E8CF23A115BC45E87B8ECD82A937A29DBE0EFBA3C8133494B74","A2C73A7D2BDD3499011D1F13076D779BB420FA100381DD9B2458C620B858CF24","2012 Nov 15","2022 Nov 14","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","SRI International CA - G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","SRI International CA - G2","SRI International","7FE0C1DA1A8835CFAF59EBEDB0D63FCF","124C5A3D0399EED6F0A34562E69C4A8831D15A575FB8FCE56183B24B33FCF249","A2C73A7D2BDD3499011D1F13076D779BB420FA100381DD9B2458C620B858CF24","2012 Nov 15","2017 Nov 14","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","SRI International CA - G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","SRI International CA - G2","SRI International","0597D4A78033303F331AD87011580081","8F11E6AE162CD9472CAB0B6C023A56D8A442BD5981DD0CDBBCD5D501923223B7","A2C73A7D2BDD3499011D1F13076D779BB420FA100381DD9B2458C620B858CF24","2012 Nov 15","2022 Nov 14","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","State Street Bank and Trust - Global Markets CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","State Street Bank and Trust - Global Markets CA","State Street Bank and Trust Company","6A0ABD9D3978E43108A4A850E5D26AB8","2C68D776FFD51155D98957A66043F896E2BC69CB1943570389350057A2C70616","9A7C3D49E6F8DD85D171D0E27337D783F0856DE34A0566761A64FD6E4E38249E","2015 Jul 10","2025 Jul 09","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","SunGard Public CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","SunGard Public CA","SunGard Brokerage and Securities Services LLC","22113F1A94B9C5D0C5C174399F80C432","015D3761C644ECCF05D21AC1420F308C9073679D7039CBD528329DE8F4E12A99","642E4DDFCCE43CE4D66F7593AFA7A491FBE4F14024C142458A88E22EEE8D1B66","2014 Jan 14","2019 Jan 13","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","SunGard Public CA G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","SunGard Public CA G2","SunGard Brokerage and Securities Services LLC","56B93A60E6EA9E1441C7318DCF07FA15","CC0F030F8302FFE2BCF5C784A3FD12D72422B8D65732A6DA0518B4CA4DEF3E83","D46F6B6C5443D86EAB7D10266370D3B01F57518B3A6CBE095A8878089F80CD36","2015 Mar 05","2020 Mar 04","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Sydney Trains CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Sydney Trains CA","Sydney Trains","0E03C5C6051EC0697934C736E3423F14","BD80A335B5EBB7279960E0B5802257C256062895F33D3DCBC0B7CB7199DFA75F","ED34949CF7F84E85073E5ED9D18F884B3122A4D2F3DB863113A87FB1063BF5F1","2015 Nov 24","2025 Nov 23","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Symantec Class 2 Employee CA - G3","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Symantec Class 2 Employee CA - G3","Symantec Corporation","1C372DCBB9703E6BB73EF3FAD10B4206","2F320624CC3EBC01796080BEDEB5B2ED916F02A0AE5F537EDC4766BC455659DD","176CB6B0AE833F2B0C59F39BAA51ABC61526DEBF56DC4C6C9B72B8A85B1E4201","2015 Jan 06","2025 Jan 05","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Symantec Class 2 MPKI Individual Subscriber CA - G3","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Symantec Class 2 MPKI Individual Subscriber CA - G3","Symantec Corporation","0917D7C9AA0CCA8CF1B8AA1A06B4A7CD","A67582B9277224D9801027217156D283136B29FD2F33031781F604EB807970D7","D65B424A0845EE60A328360EF3CBE589F30BE0D1A9A392DEED414D8BE6029F89","2016 Nov 15","2026 Nov 14","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Symantec Class 2 MPKI Individual Subscriber CA - G3","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Symantec Class 2 MPKI Individual Subscriber CA - G3","Symantec Corporation","2FED6E8F92D45E05D447F2C5AA5D8860","E79BACE9FF58B8EE6D3BD94AE8ADB13DF42DFD86B3701BFF8EDFF5C4E84BAE91","D65B424A0845EE60A328360EF3CBE589F30BE0D1A9A392DEED414D8BE6029F89","2016 Nov 15","2026 Nov 14","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Symantec Class 2 Shared Intermediate Certificate Authority","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Symantec Class 2 Shared Intermediate Certificate Authority","Symantec Corporation","0E48EEFAD33A9D6B265CCC253EBF3F3E","CB387E392A90E8B1A382BE8EDB9E7B2943E9002F73A563F18B06142218F1118C","5A92C770BA7933E7E5F7DFED984F86CFE3ED406FA823971E889E3FD8A37C14C0","2011 Mar 03","2021 Mar 02","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Symantec Class 2 Shared Intermediate Certificate Authority","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Symantec Class 2 Shared Intermediate Certificate Authority","Symantec Corporation","7685CB07A8E0CC0FD2C54D8F3935B312","5265BCA0D31C47DB16C359C5DA88B4C310FA0D4AB1A86FF7E2D5BFA1546C5559","E8162B1E640FE3949AA2C71F720119A97104D76B9705A9CBF0BCE21471283874","2011 Jun 07","2021 Jun 06","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Symantec Class 2 Shared Intermediate Certificate Authority","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Symantec Class 2 Shared Intermediate Certificate Authority","Symantec Corporation","1935587E2C208EB44D498092FB667564","0FE7E3781F9603BBED69B2145842FA8782F552BD35F3D438D69578794014E91E","E8162B1E640FE3949AA2C71F720119A97104D76B9705A9CBF0BCE21471283874","2011 Jun 07","2021 Jun 06","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Symantec Class 2 Shared Intermediate Certificate Authority - G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Symantec Class 2 Shared Intermediate Certificate Authority - G2","Symantec Corporation","1BC530DD2DF052E80D3606D48DF65F92","68E63395029061641385B8AFF77F6D66F2D1FD87A821630D27EC3645C9FE235D","B781274C4F5BCE1C6761759CF57A225424983FF7B46D7FD5D0B8AE328C9FDA1E","2015 Apr 23","2025 Apr 22","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Synchrony S/MIME CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Synchrony S/MIME CA","Synchrony Financial","5FB1C98024C6E6546A3810992FE3A835","345A7B5F38D8202D09ED8034394EDA7CE4E3F6C52BD6AB508D6296155B303DA3","C6EE1BEFC10E2AB5DE6520AA334B57C9C05E8D4715FADC5E29E27F421F80AD8E","2014 Jul 22","2019 Jul 21","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Tangerine Bank CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Tangerine Bank CA","Tangerine Bank","6EBF9491E17FF2BE42498ED35416CF41","AFFD4B39F61BCEA6B16BC98D05083DAD4408956699F7791A32F006CC1EFA7A9F","A5A681A27C77F7D2D8BE003A3B3DD910627AFE0220D2F9B982E586E0C0BF18A3","2014 Jun 10","2019 Jun 09","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Tangerine Bank CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Tangerine Bank CA","Tangerine Bank","76CDA7AF01F88B6C92861E6AED2248F7","CEF20F5AC6D0D53DB02FE6F9B0C9D3AFA704130400B6C60DC736F7E68BB0F50F","A5A681A27C77F7D2D8BE003A3B3DD910627AFE0220D2F9B982E586E0C0BF18A3","2014 Jun 03","2019 Jun 02","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Telenor Norge AS Dealer CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Telenor Norge AS Dealer CA","Telenor Norge AS","2F115B7497409B4649FE6454B699C2E6","76790AE708EFBB366BA192A68D50810AE53E82A497CFF3911F888A21E04FE2D7","EF55980EE835924F0B30B1B37B3F85467131A863EF538D228E3358C96A6AB07E","2012 Apr 05","2022 Apr 04","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Telenor Norge AS EDC CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Telenor Norge AS EDC CA","Telenor Norge AS","64BD88CDEE991BFEEB75ECB1327FF340","4F5C36419568CB1E7084FB82DACDD1015ADB1D57B5C3E3F17F7F7CA092977432","8CA2AAD323E5339CFC9FFF090A1664FAA7BBD861B4F97155D6B13FEB918866C5","2012 Jun 19","2022 Jun 18","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Telenor Norge AS EDC CA - G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Telenor Norge AS EDC CA - G2","Telenor Norge AS","4BB55060C1F6772E84C1BF8CDFB6FB17","BC8EB15B0FEE05D953758E1D2C29A9E7D1E1B5AFD5659AB95E981F6F75BD1D71","8A555C40C52F97312E233BC98279879DF8CFBD16E1B022CB6E02797D258DE8AC","2015 Sep 03","2025 Sep 02","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Telenor Norge AS NF CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Telenor Norge AS NF CA","Telenor Norge AS","6365BA4F31FF7FE2E14F544B4CFDE2CE","8DE6CA4D03ADF19A56B3CDD6DCA843C51189D0A2BB60D84B9AD01EBC741F5F22","EC5A84C16D4640D7A9DBA49CCF0B60B54D0091351C8C4D31FF278FAFE9AD7C8A","2012 Jun 19","2022 Jun 18","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Telenor Norge AS NF CA - G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Telenor Norge AS NF CA - G2","Telenor Norge AS","7ECB51FCA830F0C70BB4317F6F453F2B","22261C8F0BCD85571AF2F801C47712E6C16DCAE3C7DFC4CD2451D9C538B349D1","2758E6ECCB84D2226C4268185E83A1E9D649CEC69F9D341F371175A0BC271E8F","2015 Sep 03","2025 Sep 02","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Telenor Norge AS OTL CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Telenor Norge AS OTL CA","Telenor Norge AS","3AD29B805D7C64003ABF73716854D8B5","C7367403CF6D5C13D9690187926EF896CE6E74135080C9AFD8C8B1532467AE50","56EE7BE5AB3C1CEDC008F49D6E11501CBC24083AA122D56E8F27F25533014C2B","2012 Apr 05","2022 Apr 04","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Telenor Norge AS Test Dealer CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Telenor Norge AS Test Dealer CA","Telenor Norge AS","5A2EC0CDC65C525582B5904583C0AD94","4325F2A8870CB6A9BF08664D697323F62546C40907F885D6A6407071B4A9B540","4E55C540E6FB0D87D291D078F1B573BADD91A19A0FD75A4D8DC0FECB6369BBE9","2012 Apr 05","2022 Apr 04","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Telenor Norge AS Test EDC CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Telenor Norge AS Test EDC CA","Telenor Norge AS","1F1A016E607BB42F7D3FFFD45F92B69C","889957D00561EF99867402A901359C772029AD43CCBE46B82BF2E7193D385411","F26194E5CC9DA6302756AD75851A1D0CD8C4BE1864EDA1B129F710F4122CCF80","2012 Jun 19","2022 Jun 18","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Telenor Norge AS Test EDC CA - G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Telenor Norge AS Test EDC CA - G2","Telenor Norge AS","1E44CD3B7ED1BA22D7141DC02AD5DB02","26661F230442332E5F8F109C05A3FAA3EA339C29D22B07B8D1A048C693FA1F0C","B18AFD8745E5D5BC0E2662BCDDB16D55348CF37CCB793392FFC645B3CCB2BB67","2015 Sep 03","2025 Sep 02","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Telenor Norge AS Test NF CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Telenor Norge AS Test NF CA","Telenor Norge AS","00C44000CAA1D52AC4B323EFD7A5CC12","D9E9093FBD728E05240FDB4D0DF46B7BEB9AB7E9554D30CB49D4681D6344C75F","D6314F0B2984DAEC795B74A72BF1D057401FBC0A9CC21037800F8EF375FF223A","2012 Jun 19","2022 Jun 18","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Telenor Norge AS Test NF CA - G2","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Telenor Norge AS Test NF CA - G2","Telenor Norge AS","13796E1310DC9DCD1BC1A210D17F8602","597D5A286729E73A324E5665CEE4B97FDD5A9FD14EBA4B903319A16CFC946680","513866359808C655959AA21BF418E816742A7183F4358B1A59F07ECC9A779921","2015 Sep 03","2025 Sep 02","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","VeriSign Class 2 Public Primary Certification Authority - G3","Telenor Norge AS Test OTL CA","VeriSign Class 2 Public Primary Certification Authority - G3","VeriSign, Inc.","Telenor Norge AS Test OTL CA","Telenor Norge AS","1CB7924D30D1588527E90502C4D55C30","FD9A6C86AE90E3F7D5511EF968357B0D0D74FEC0C71C037CC9B29F3F2940F9F9","AE877B51944950D9B4B7E0BF7F21691E23E98BD24C29861C326029084C267F65","2012 Apr 05","2022 Apr 04","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
