"CA Owner","Parent Name","Certificate Name","Certificate Issuer Common Name","Certificate Issuer Organization","Certificate Subject Common Name","Certificate Subject Organization","Certificate Serial Number","SHA-256 Fingerprint","Subject + SPKI SHA256","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Extended Key Usage","CP/CPS Same As Parent","Certificate Policy (CP)","Certification Practice Statement (CPS)","Audits Same As Parent","Standard Audit","BR Audit","Auditor","Standard Audit Statement Dt","Comments","Subordinate CA Owner"
"QuoVadis","QuoVadis Root CA 1 G3","DigiCert QuoVadis G3 Qualified BE itsme RIV RSA4096 256 2023 CA1","QuoVadis Root CA 1 G3","QuoVadis Limited","DigiCert QuoVadis G3 Qualified BE itsme RIV RSA4096 256 2023 CA1","DigiCert Europe Belgium B.V.","0A203980970717BA4ECFCE9F4AB518700062DD2E","A610AD2025ED0AA84259EBB9289E828267D35082430CBFB5562F3066DEBC2E88","CA9E4F50981AF5BF710D419861E70304F591878F29C811DB2461BA5D0611EBE6","2023 Mar 14","2032 Mar 11","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","DigiCert QuoVadis G3 Qualified BE itsme RSA4096 SHA256 2023 CA1","QuoVadis Root CA 1 G3","QuoVadis Limited","DigiCert QuoVadis G3 Qualified BE itsme RSA4096 SHA256 2023 CA1","DigiCert Europe Belgium B.V.","53165619669D29278A103B12106B5F4008FA1E72","C0EE0CCED463096DF07D27257AF79C986FF92B678F669C109FFF570F32AB433F","C647B48DADC62BBAD9736DCC1665312A7B1CBAC8E15686C61491034A29C0D1A1","2023 Mar 14","2032 Mar 11","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","DigiCert QuoVadis G3 Qualified BE RSA4096 SHA256 2023 CA1","QuoVadis Root CA 1 G3","QuoVadis Limited","DigiCert QuoVadis G3 Qualified BE RSA4096 SHA256 2023 CA1","DigiCert Europe Belgium B.V.","6E6C7DE2287BDD1BB267CE7841B3F4B0C18DABE6","2CB07880B4E584F366E083791511BB48812FF5164C5BA3BBB3C1688AA456B13C","BC0FE97D0C2A9A6953347ADBA493D5BE8811E7870B0D5596D9037225F2DCC332","2023 Mar 14","2032 Mar 11","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","DigiCert QuoVadis G3 Qualified CH Reg RSA4096 SHA256 2023 CA1","QuoVadis Root CA 1 G3","QuoVadis Limited","DigiCert QuoVadis G3 Qualified CH Reg RSA4096 SHA256 2023 CA1","QuoVadis Trustlink Schweiz AG","32F8E61674083A0A21029F5A09BECA7CC1662902","A9462BF3D725EDF669FF392113E5270E3DE79DB820D792581F07AB4B0ED75064","A8FD689E64467167A202486FBB7F8BE28A49FA96048FBB854FF84B3CBF4E8D65","2023 Mar 14","2031 Mar 12","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12,1.3.6.1.4.1.311.20.2.2","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","DigiCert QuoVadis G3 Qualified CH Reg SP RSA4096 SHA256 2023 CA1","QuoVadis Root CA 1 G3","QuoVadis Limited","DigiCert QuoVadis G3 Qualified CH Reg SP RSA4096 SHA256 2023 CA1","QuoVadis Trustlink Schweiz AG","37CAC4FD051FA8A25198A5A12BAF0510A0F39B12","8C44440AA473191A540EC01B17413DE6A904D64D79BB8B30E6D1FC1ADA798F51","38F380DDBB41A123825FAA0ED84FF65A6BBE63AD9562B4A31B7CCD94ACE4DEBF","2023 Mar 14","2031 Mar 12","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12,1.3.6.1.4.1.311.20.2.2","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","DigiCert QuoVadis G3 Qualified Europe RSA4096 SHA256 2023 CA1","QuoVadis Root CA 1 G3","QuoVadis Limited","DigiCert QuoVadis G3 Qualified Europe RSA4096 SHA256 2023 CA1","QuoVadis Trustlink B.V.","620BEF00C8492415C5661FF1488C2E4186E6581E","B36425F1491B2EE08EC87B69C23EA6A76EBF769C4C34FE3798A4CB9A1990E070","AF5E9AC2D291200668E9DE5F7D9EC0AECC33481EC39282CBC356BB2820E344C3","2023 Mar 14","2032 Mar 11","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","DigiCert QuoVadis TLS ICA QV Root CA 1 G3","QuoVadis Root CA 1 G3","QuoVadis Limited","DigiCert QuoVadis TLS ICA QV Root CA 1 G3","DigiCert, Inc","2837D5C3C2B57294BECF99AFE8BBDCD1BB0B20F1","C42A4D8C0904BB211906F43B441BBBC9B5A003BA3611879FD34AE576F7C2F764","82343808A45BCE73C0ABC02725A56BABF363014FFCE1A2369C0715D2DC4527C4","2021 Jan 06","2031 Jan 04","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-cp-v5-16.pdf","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-cps-v5-16.pdf","","https://bugzilla.mozilla.org/attachment.cgi?id=9309728","https://bugzilla.mozilla.org/attachment.cgi?id=9309729","BDO International Limited","2022.12.22","","DigiCert"
"QuoVadis","QuoVadis Root CA 1 G3","itsme Sign Issuing CA G2","QuoVadis Root CA 1 G3","QuoVadis Limited","itsme Sign Issuing CA G2","DigiCert Europe Belgium B.V.","4DA802BBF234C3470746AC4E47FCDE9AEB7CC3BF","0B7AF5EB38D90B83C893410EC6714601A4EF6EC5C32B9D1D9AD54FBD38E18AEA","189A464263AD443493269C24B8D027650E5DFA21030A4CBF66774BCEC32D3BD9","2020 Aug 31","2030 Aug 29","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","itsme Sign Issuing CA G2x","QuoVadis Root CA 1 G3","QuoVadis Limited","itsme Sign Issuing CA G2x","DigiCert Europe Belgium B.V.","4939956646C656B23B47D6E0B93CC1FCFD21E32E","B965A4354E7E1FFEDD1F947F13B065819B3A53C6889DC643E1D0D4C514AB68AE","C0106FA2494BB8DB162B1E0D1AB0EEB8D0A0EEABC8C2A3CCFB60AE5C1B34BA7E","2020 Oct 05","2030 Oct 03","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","QuoVadis Belgium Issuing CA G4","QuoVadis Root CA 1 G3","QuoVadis Limited","QuoVadis Belgium Issuing CA G4","DigiCert Europe Belgium B.V.","5BF39EC6453360E0297F4CC5D7D88828ACA914C2","3516BDAB7F57115A7AEB2EBF9C521EF00F04AD891501979BE1EFBF4493409669","3D215B7FC2BADB4678B3B7378DCC99F400C88378EEDD0576CC68B4A64C9F96F4","2020 Aug 12","2029 Aug 10","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","QuoVadis Enterprise Trust CA 1 G3","QuoVadis Root CA 1 G3","QuoVadis Limited","QuoVadis Enterprise Trust CA 1 G3","QuoVadis Limited","0AD86FA335B93EF48C8E3BF77D4C63143643ADB9","0531C86F785958939FDC539924D395D1EFA409364E6827D3AB9876311FFB27B0","5C0F39AB4BCEB5B16C58AD14CBD5EA08C55F2C3F23E309E70F5803E7F750E800","2016 Jun 06","2031 Jun 06","RSA 4096 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","QuoVadis Enterprise Trust CA 1 G4","QuoVadis Root CA 1 G3","QuoVadis Limited","QuoVadis Enterprise Trust CA 1 G4","QuoVadis Trustlink B.V.","6404C54FD9495CD38A5E72DF0A705BDDD9B5A2A3","597623E05FD1B591711194EB190590F903A2B73F74CD5E8F787EC528033DAB7F","705CED1716C974CB47C5A41D2D5576B6B3C5206BA2429A8CC7EF3351C7EDAF35","2020 Jul 23","2035 Jul 20","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","QuoVadis EU Issuing Certification Authority G6","QuoVadis Root CA 1 G3","QuoVadis Limited","QuoVadis EU Issuing Certification Authority G6","QuoVadis Trustlink B.V.","32992E194CE22EAE94E96C8BB475379A11E2C4CF","19B74B7E41CA73465832838A14EB432C4826F1B15DEF42B90AAE9F8FAB8B79B3","3DC4CCC624C9D04318CA7270B2C85FB8DD246A9511E2BEF445A6DE0B2864B2A8","2020 Aug 12","2029 Aug 10","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","QuoVadis Europe Advanced CA G2","QuoVadis Root CA 1 G3","QuoVadis Limited","QuoVadis Europe Advanced CA G2","QuoVadis Trustlink Deutschland GmbH","0ABE129495981229DF221937401E92140ADA9BDD","EBCD0C73FE44B60E25789419C07B0B234B3F586E092316FB2CBDA39C223224A3","EB9B4F47F36BC04DE306AD1C25E8A2A2E4C062DA9576320019C8BE4BF8C808D2","2020 Jul 22","2030 Jul 20","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","QuoVadis Issuing CA G5","QuoVadis Root CA 1 G3","QuoVadis Limited","QuoVadis Issuing CA G5","QuoVadis Limited","61BE8292E7E8CB3ADF98E2CA7AF34154298DD068","08204C52ADDAA97A6FDEF702F6CEB4B94E578F8FC1C301C9D5136AB381CFA7D9","DC12554A5382A5B468F08A8A90452D79D0652899FA1A4F14242D0FDBCA0AB534","2019 Oct 07","2029 Oct 04","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","QuoVadis RCA1G3 TLS CA","QuoVadis Root CA 1 G3","QuoVadis Limited","QuoVadis RCA1G3 TLS CA","QuoVadis Limited","72348F4FB5967E8409E6B0CCED6FA299B1CCD491","18BB70EFDA3F91438115C9EB4F333EB4EC68354571E6949195A0A91C9E6FBCD8","7CD8252FFC134E5BD89D1CC765D5686017475ECCA9213FEB4D6F657C632ADFBF","2020 Oct 21","2030 Oct 19","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","QuoVadis Swiss Advanced CA G4","QuoVadis Root CA 1 G3","QuoVadis Limited","QuoVadis Swiss Advanced CA G4","QuoVadis Trustlink Schweiz AG","7BDCBB6FCD4D0219C87D4879F4F4D715B6B834AE","085A74D4683D0FCCDE44677CFA579B732C9CE2DA6921AD3FE70F814EE7C0BF52","16D19978BCB77A5EECF13B2A54CFEBAE7BECA3E1EAD4A2B1BAD0F0808F15037B","2020 Jul 22","2030 Jul 20","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","QuoVadis Swiss Regulated CA G2x","QuoVadis Root CA 1 G3","QuoVadis Limited","QuoVadis Swiss Regulated CA G2x","QuoVadis Trustlink Schweiz AG","51FD54AE8897CA2E71BDF28655A6D515AFFF15C3","941B8AEE4BCF1EFEB0475FB279FDDDCF37FC5B20F64E842CD9DA0770B157E84D","CAF928AD59C69759D62F1E3A8E1EC3AFA0DBE9EC72F5B4ADC7B58F3473A47BA3","2019 Nov 27","2029 Nov 24","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 1 G3","QuoVadis Swiss Regulated CA G3","QuoVadis Root CA 1 G3","QuoVadis Limited","QuoVadis Swiss Regulated CA G3","QuoVadis TrustLink Schweiz AG","60C1EE68DB921DA2608DAEA13785B3D248F2AC9F","726FB1F3D9FBFE0B4043004A27A43CF65CB214363B093034FC4185C86C9D8B0D","930E7CBE9022FF1827B728EC28649862D5792B9E84B3C3A2FE6204862558EF8F","2020 Jul 27","2028 Jul 25","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2","DigiCert QuoVadis TLS ICA QuoVadis Root CA 2","QuoVadis Root CA 2","QuoVadis Limited","DigiCert QuoVadis TLS ICA QuoVadis Root CA 2","DigiCert, Inc","0F7C4D81E2E6F9828C7452AD6304CC79486422BB","673E8FEEB1168277D0153111D20ED38E9DA51F440BE7FD50B218540937741A48","D67F6EC35B2A36F7A31C453EA73B77E8C78AF3BB350927AA6F9CB633CF707404","2021 Jan 06","2031 Jan 04","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-cp-v5-16.pdf","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-cps-v5-16.pdf","","https://bugzilla.mozilla.org/attachment.cgi?id=9309728","https://bugzilla.mozilla.org/attachment.cgi?id=9309729","BDO International Limited","2022.12.22","","DigiCert"
"QuoVadis","QuoVadis Root CA 2","HydrantID EV SSL CA G2","QuoVadis Root CA 2","QuoVadis Limited","HydrantID EV SSL CA G2","HydrantID (Avalanche Cloud Corporation)","3C1E96137EE42057973CE498CB50DAAE4C1E3C48","60388B773D33E9141648613F36B9149F015A114378BACF3E3694864FFDA426EC","51B36E26E5FFC8C59B6179CC5F77E7CFBABAED1052C9469992C452F5CB14DE60","2020 Jul 21","2030 Jul 19","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2","HydrantID SSL CA G3","QuoVadis Root CA 2","QuoVadis Limited","HydrantID SSL CA G3","HydrantID (Avalanche Cloud Corporation)","723B6FE5C252754D2189B09155521A3187916DB8","AA57F482CBC516B4D10CA4097DD90D99F5AA727D207090D07DA9C36998ABB9AD","31B556C9F7CEF4BE76FCFEA5192B322EC36F3DD03A6B78CFB30B04329EDA0EAF","2020 Sep 29","2030 Sep 27","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2","HydrantID SSL ICA G2","QuoVadis Root CA 2","QuoVadis Limited","HydrantID SSL ICA G2","HydrantID (Avalanche Cloud Corporation)","04E6881CFF6CD65D5D554D1839209CCEFAD7C78D","01453F645CD91E233B7484827F23F8A573FD641029EA8A6BFE549EF4ED8B323D","1BF156310E936E2714B3E857E76D35C45CC137464F250D095A2AFE23D434A82B","2021 Jan 14","2023 Dec 17","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2","HydrantID SSL ICA G2","QuoVadis Root CA 2","QuoVadis Limited","HydrantID SSL ICA G2","HydrantID (Avalanche Cloud Corporation)","7517167783D0437EB556C357946E4563B8EBD3AC","9C6D08933201407FBF2B12540B67CC0E4C9666F132E1504762A717CBAE8F3FD6","1BF156310E936E2714B3E857E76D35C45CC137464F250D095A2AFE23D434A82B","2013 Dec 17","2023 Dec 17","RSA 4096 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2","QuoVadis Global SSL ICA G2","QuoVadis Root CA 2","QuoVadis Limited","QuoVadis Global SSL ICA G2","QuoVadis Limited","510E47EC6C66D33CFFDEC552FD8840978C9C273E","E5CD0DD44E1120C79415C84F5369D79AE04F047E80DC0856351AABC232056CA5","83C2BE8EBF9C06E9338C49062ECBBD067009B76BFED71803EB5E06B5D1908799","2022 May 25","2027 May 24","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2","QuoVadis Grid ICA G2","QuoVadis Root CA 2","QuoVadis Limited","QuoVadis Grid ICA G2","QuoVadis Limited","2BAFC5F0A8D213409DA42E761F619AC91984BCD4","278ECF211E2518E9DD9913AFC583EEB3127C8184BCBEEDAAD7BD64E89E8C4310","1EFAAAC0EF62B17B2248DB305F251B0D5EAAC629D0D2F726EA8AC35725483648","2020 Sep 22","2026 May 23","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2","VR IDENT EV SSL CA 2020","QuoVadis Root CA 2","QuoVadis Limited","VR IDENT EV SSL CA 2020","Fiducia & GAD IT AG","754151CC11EC89B64649B230AD809020BB1E66A5","D33A847F640377BE0AE1A429153A07E87C8827FA4840B5158BCDCB85E10A453A","8D82B349BABFB4203EB361B02FB834E40F5117003BF5216B051ADB9F3A01C30B","2020 Jul 22","2030 Jul 20","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2","VR IDENT SSL CA 2020","QuoVadis Root CA 2","QuoVadis Limited","VR IDENT SSL CA 2020","Fiducia & GAD IT AG","035FE137CD0551E4C1F1B00BEBA5AEE53F952734","347D18DCCC2EFC51A920E7A7FBB07BFBDA35613681F82DCA5C4C72BB0C83C035","ECAD2560C363ED12E8C7FD50BFCE1B2F668606A40F3212BCA75CF16595A19981","2020 Jul 22","2030 Jul 20","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2 G3","DigiCert QuoVadis G3 Qualified TLS RSA4096 SHA256 2023 CA1","QuoVadis Root CA 2 G3","QuoVadis Limited","DigiCert QuoVadis G3 Qualified TLS RSA4096 SHA256 2023 CA1","QuoVadis Trustlink B.V.","43B3D54808E8208F6E58CB1143F3F802E372E83F","FE3CBED838D30BAB900184C1F21A4B27D3211CB5C9257D7E985C2AE43AC6A89F","C093C969CAAF70B77D514A3FBB54D97DC2CE583C858714ECB69D036CBEF77FD5","2023 Mar 14","2033 Mar 11","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2 G3","DigiCert QV EV TLS ICA G1","QuoVadis Root CA 2 G3","QuoVadis Limited","DigiCert QV EV TLS ICA G1","DigiCert, Inc.","65E9BCD53E791DF22DFFEB5ECC2BC7A5588D0883","6A7B2AA3414039A663D5D8BBAB8256A3979A84C332BF5E1EE8F6D0E0ADA84668","3FB2321A2E1CFE6ADBBC89B7780B21C6E5F4F7C58CCF54D5AD02A0E005EF39EF","2020 Mar 16","2030 Mar 14","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-cp-v5-16.pdf","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-cps-v5-16.pdf","","https://bugzilla.mozilla.org/attachment.cgi?id=9309728","https://bugzilla.mozilla.org/attachment.cgi?id=9309729","BDO International Limited","2022.12.22","","DigiCert"
"QuoVadis","QuoVadis Root CA 2 G3","DigiCert QV TLS ICA G1","QuoVadis Root CA 2 G3","QuoVadis Limited","DigiCert QV TLS ICA G1","DigiCert, Inc.","71520E460E54AEF322E39FAC16C0E97A51BD9572","93E33AF7DA3030530D090C9C55762CADE7EAE943F834349D1057A90EB67F306B","AB902FCE049B9FA7450BF19016F9D4C8147A415F7766974B5D1220A4D2FE25D3","2020 Mar 16","2030 Mar 14","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-cp-v5-16.pdf","https://www.digicert.com/content/dam/digicert/pdfs/legal/digicert-cps-v5-16.pdf","","https://bugzilla.mozilla.org/attachment.cgi?id=9309728","https://bugzilla.mozilla.org/attachment.cgi?id=9309729","BDO International Limited","2022.12.22","","DigiCert"
"QuoVadis","QuoVadis Root CA 2 G3","QuoVadis Enterprise Trust CA 2 G3","QuoVadis Root CA 2 G3","QuoVadis Limited","QuoVadis Enterprise Trust CA 2 G3","QuoVadis Limited","31A84F278BBE4A696E4CB2F415A2E4473BDCCA38","B6F6559BBCE0A2CC91E507B5D7319E32487EDAE28A063BC73B6405E6C44665B6","9006A0DDBD10F98774E7C8DEC99E50D8B661BF1D2AE2972AC4C5FBCD5A9F9E61","2020 Sep 22","2031 Jun 06","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2 G3","QuoVadis Enterprise Trust CA 2 G4","QuoVadis Root CA 2 G3","QuoVadis Limited","QuoVadis Enterprise Trust CA 2 G4","QuoVadis Trustlink B.V.","41D2651BF57DAEEC594226CF55639C4C3285C24C","1E356823FE40C0EAAC29F9ED5463B7B2DB1C088B63EBB05876A2E631C1087798","18B746D4E92D0547989A0254DC84A92269DC8576CDBDA70258ACC257D4947753","2020 Jul 23","2035 Jul 20","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2 G3","QuoVadis Europe EV SSL CA G1","QuoVadis Root CA 2 G3","QuoVadis Limited","QuoVadis Europe EV SSL CA G1","QuoVadis Trustlink B.V.","3A020322B6816C18B72ACBB592BEF74DD786A8B8","CB6666B32BFF2EFEDCC4187DF149A6D34A5D10B7165B9CFF2A67C0E311AEEED7","E76BCCEC99E8FB484B610B1E02CA2C2AA9904103947E94B3643C205F6D74BE6B","2020 Jul 20","2030 Jul 18","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2 G3","QuoVadis Europe SSL CA G2","QuoVadis Root CA 2 G3","QuoVadis Limited","QuoVadis Europe SSL CA G2","QuoVadis Trustlink B.V.","71AAAA628484114C591FD74B9FE9FFDE5B29FA7E","B1AAE1BCD555E8A3D1E3DDA8EC84E757C552655344CE3FEEBBAF98E895DBEDAC","1DAC685E9BC255A9BD8C833C1974D8ABA8E416F9FAB088237915DCA368D9AAB1","2020 Jul 22","2030 Jul 20","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2 G3","QuoVadis Global SSL ICA G3","QuoVadis Root CA 2 G3","QuoVadis Limited","QuoVadis Global SSL ICA G3","QuoVadis Limited","653247814F5FA66BB854DAF053F329265D726538","161EE5386329B28A27FF405736552A621D5A844A43811E3623E52EEFA0BA840A","683439435103F223DC5F0C57FF404FDA6769445DD5290C6B05275D785ABBCF85","2021 Nov 03","2026 Nov 02","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2 G3","QuoVadis Qualified Web ICA G2","QuoVadis Root CA 2 G3","QuoVadis Limited","QuoVadis Qualified Web ICA G2","QuoVadis Trustlink B.V.","53BD8DC20D4A46BD962F5D685ADA0F0659207FFD","7FEB9374EAB08D392717C647436DAE06176A24C010607FDA1CCE5E5F0106B472","003E36D487F61844BFB4D0E4C660A3FA17174F73C60FC876A2965F8EC5F5F97A","2020 Jul 22","2030 Jul 20","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 2 G3","QuoVadis Qualified Web ICA G3","QuoVadis Root CA 2 G3","QuoVadis Limited","QuoVadis Qualified Web ICA G3","QuoVadis Trustlink B.V.","2CA8CDC5B8ED750780C72E3392C9941C0FFB8826","3F225BDBCD788CE924870CAF92F814B7C6FF4EDABABAD93F1D3A9177252CF1D1","1ED26F8C178E47D57D3BE124BC882AC5B50C5DBB0A0650EDF04E752770AA8BEE","2020 Aug 28","2030 Aug 26","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 3","BEKB - BCBE Issuing CA G2","QuoVadis Root CA 3","QuoVadis Limited","BEKB - BCBE Issuing CA G2","Berner Kantonalbank AG","289FBF1348498BC26512FF3ABF8AF52F2A0B7502","B399EFE42C01A05BDC38978447A78E950467793FB11C1B6B426C419A0FC73911","45C1318CE018B492EF2B3EF86673C8C7D4310C82F52244D7370983AFA8F7FB3C","2013 Oct 10","2023 Oct 10","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"QuoVadis","QuoVadis Root CA 3","BEKB - BCBE Issuing CA G2","QuoVadis Root CA 3","QuoVadis Limited","BEKB - BCBE Issuing CA G2","Berner Kantonalbank AG","11B9E2627F1D67282E292AB140ACA0F711C767A0","474D298059F15BC5319B4A94D38AAFADBF627CC09513FCD9362CD89C2F9B6221","45C1318CE018B492EF2B3EF86673C8C7D4310C82F52244D7370983AFA8F7FB3C","2023 Feb 07","2031 Nov 24","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
